,Title,Location,Security,Garage,Concierge,Description,Price
3072,Vend appartement à Agadir,"Riad Salam à
				Agadir",0,0,0,"74
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//10-20 ans//3ème
					étage//",
3073,Appartement F3 à Vendre,"Hay Mohammadi à
				Agadir",0,0,0,"52
					m²//3 Pièces//2 Chambres//1 Salle de bain//52
					m²//3 Pièces//2 Chambres//1 Salle de bain//",600 000 DH
3074,Vend appartement à Hay Mohammadi. Surface de 60 m². Ascenseur et places de parking.,"Hay Mohammadi à
				Agadir",0,0,0,"60
					m²//2 Pièces//2 Chambres//2 Salles de bains//Bon état//4ème
					étage//",
3075,Appartement lumineux avec vue océan,"Ville Nouvelle à
				Agadir",0,0,0,"90
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//90
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//",2 100 000 DH
3076,Magnifique appartement de standing 2ch à vendre Hay mohamadi,"Hay Mohammadi à
				Agadir",0,0,0,"94
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//94
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",950 000 DH
3077,Vente maison à Cité Adrar. 5 belles chambres. Salon Marocain,"Cité Adrar à
				Agadir",0,0,0,"80
					m²//8 Pièces//5 Chambres//4 Salles de bains//Nouveau//1-5 ans//80
					m²//8 Pièces//5 Chambres//4 Salles de bains//Nouveau//1-5 ans//",
3078,Apartemen à vendre 3ème ètage hay mohmadi,"Hay Mohammadi à
				Agadir",0,0,0,"65
					m²//3 Pièces//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//3ème
					étage//65
					m²//3 Pièces//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//3ème
					étage//",550 000 DH
3079,Maison style riade en cente ville 130m2,"Ville Nouvelle à
				Agadir",0,0,0,"130
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//130
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//",1 700 000 DH
3080,Appartement en vente a founty 125m2 3ch,"Founti à
				Agadir",0,0,0,"125
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//Moins d'un an//1er
					étage//125
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//Moins d'un an//1er
					étage//",2 000 000 DH
3081,Maison à vendre à rénover avec jardin et terrasse,"Amicales à
				Agadir",1,0,0,"108
					m²//6 Pièces//4 Chambres//3 Salles de bains//À rénover//108
					m²//6 Pièces//4 Chambres//3 Salles de bains//À rénover//",1 500 000 DH
3082,A vender un immeuble de 150 M agadir,"Hay Mohammadi à
				Agadir",0,0,0,"150
					m²//6 Pièces//12 Chambres//24 Salles de bains//Nouveau//5-10 ans//150
					m²//6 Pièces//12 Chambres//24 Salles de bains//Nouveau//5-10 ans//",4 500 000 DH
3083,Apparemment sur la ville d'Agadir centre ville,"Boutchakat à
				Agadir",0,0,1,"90
					m²//3 Pièces//3 Chambres//2 Salles de bains//Nouveau//1-5 ans//90
					m²//3 Pièces//3 Chambres//2 Salles de bains//Nouveau//1-5 ans//",
3084,Appartement F3 à vendre,Agadir,0,0,1,"83
					m²//3 Pièces//2 Chambres//1 Salle de bain//1er
					étage//83
					m²//3 Pièces//2 Chambres//1 Salle de bain//1er
					étage//",600 000 DH
3085,Appartement F3 à Vendre,Agadir,0,0,1,"85
					m²//3 Pièces//2 Chambres//2 Salles de bains//",
3086,"Flat 1 à Islane, High standing","Hay Mohammadi à
				Agadir",0,0,0,"30
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//1er
					étage//30
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//1er
					étage//",460 000 DH
3087,Appartement en vente à hay mohamadi,"Hay Mohammadi à
				Agadir",0,0,0,"54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1er
					étage//54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1er
					étage//",4 800 000 DH
3088,Appartement en Vente à sonaba,"Secteur Touristique à
				Agadir",0,0,0,"120
					m²//1 Pièce//3 Chambres//1 Salle de bain//Bon état//120
					m²//1 Pièce//3 Chambres//1 Salle de bain//Bon état//",1 600 000 DH
3089,Appartement en vente à Marina,"Secteur Touristique à
				Agadir",0,0,0,"111
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//2ème
					étage//111
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//2ème
					étage//",2 700 000 DH
3090,Appartement en vente à Islane,"Hay Mohammadi à
				Agadir",0,0,0,"121
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//121
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//",1 050 000 DH
3091,Maison 120m2 à hay nahda,"Ihchach à
				Agadir",0,1,0,"120
					m²//5 Pièces//4 Chambres//2 Salles de bains//Bon état//20-30 ans//120
					m²//5 Pièces//4 Chambres//2 Salles de bains//Bon état//20-30 ans//",1 850 000 DH
3092,Superbe appartement à vendre à Hay Salam. Surface totale 83 m². Porte blindée et parabole,"Hay Salam à
				Agadir",0,0,0,"83
					m²//2 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//83
					m²//2 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//",760 000 DH
3093,Bel Appartement à vendre rèsedence saada,"Hay Mohammadi à
				Agadir",0,0,0,"54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//",400 000 DH
3094,Somptueuse maison à vendre à Charaf. 5 chambres. Salon traditionnel et système d'antenne parabolique.,"Charaf à
				Agadir",0,0,0,"200
					m²//5 Pièces//5 Chambres//2 Salles de bains//Bon état//200
					m²//5 Pièces//5 Chambres//2 Salles de bains//Bon état//",1 560 000 DH
3095,Maison avec 3 appartements hay massira,"Hay Massira à
				Agadir",0,0,0,"100
					m²//9 Pièces//6 Chambres//3 Salles de bains//Bon état//20-30 ans//100
					m²//9 Pièces//6 Chambres//3 Salles de bains//Bon état//20-30 ans//",1 375 000 DH
3096,Villa à Vendre à Iligh,"Illigh à
				Agadir",0,0,0,"385
					m²//3 Pièces//5 Chambres//4 Salles de bains//Bon état//385
					m²//3 Pièces//5 Chambres//4 Salles de bains//Bon état//",13 000 000 DH
3097,Villa moderne à vendre belle finition terrasse jardin,"Tilila à
				Agadir",0,0,0,"149
					m²//5 Pièces//3 Chambres//3 Salles de bains//Bon état//1-5 ans//149
					m²//5 Pièces//3 Chambres//3 Salles de bains//Bon état//1-5 ans//",2 400 000 DH
3098,Appartement F3 à vendre,"Hay Mohammadi à
				Agadir",0,0,0,"124
					m²//3 Pièces//2 Chambres//2 Salles de bains//10ème
					étage//124
					m²//3 Pièces//2 Chambres//2 Salles de bains//10ème
					étage//",
3099,Bel Appartelemt à vendre au Centre ville,"Secteur Touristique à
				Agadir",1,0,0,"95
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//95
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//",
3100,Villa en vente à Iligh,"Illigh à
				Agadir",0,0,0,"920
					m²//9 Pièces//7 Chambres//5 Salles de bains//Bon état//920
					m²//9 Pièces//7 Chambres//5 Salles de bains//Bon état//",10 000 000 DH
3101,Appartement en vente à islane,"Hay Mohammadi à
				Agadir",0,0,0,"169
					m²//2 Pièces//3 Chambres//2 Salles de bains//Bon état//169
					m²//2 Pièces//3 Chambres//2 Salles de bains//Bon état//",2 400 000 DH
3102,,,0,0,0,,
3103,Villa Standars à vendre,"Illigh à
				Agadir",0,0,0,"1300
					m²//5 Pièces//4 Chambres//4 Salles de bains//Bon état//1300
					m²//5 Pièces//4 Chambres//4 Salles de bains//Bon état//",10 000 000 DH
3104,Appartement à Vendre au centre ville,"Talborjt à
				Agadir",0,0,0,"90
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//90
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",2 300 000 DH
3105,Vente appartement Agadir,"Hay Houda à
				Agadir",0,0,0,"80
					m²//2 Pièces//2 Chambres//1 Salle de bain//Nouveau//",
3106,Vente appartement Agadir,"Hay Houda à
				Agadir",0,0,0,"54
					m²//2 Pièces//2 Chambres//1 Salle de bain//Nouveau//54
					m²//2 Pièces//2 Chambres//1 Salle de bain//Nouveau//",
3107,Vend appartement à Zone Industrielle Agadir. 2 belles chambres. Terrasse et ascenseur,"Zone Industrielle Agadir à
				Agadir",0,0,1,"93
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//93
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//",1 110 000 DH
3108,Vend appartement à Secteur Touristique. 3 grandes pièces. Avec ascenseur et terrasse,"Secteur Touristique à
				Agadir",0,0,1,"93
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//93
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//",1 110 000 DH
3109,Riad à vendre,Agadir,0,0,0,"280
					m²//280
					m²//",1 200 000 DH
3110,Appartement avendre 68m² a hay mohammadi agadir,"Hay Mohammadi à
				Agadir",0,0,0,"68
					m²//2 Pièces//1 Chambre//1 Salle de bain//Bon état//1er
					étage//68
					m²//2 Pièces//1 Chambre//1 Salle de bain//Bon état//1er
					étage//",600 000 DH
3111,Appartement à l'achat à Tilila. 30 grandes pièces. Terrasse et jardin.,"Tilila à
				Agadir",0,0,0,"112
					m²//7 Pièces//5 Chambres//4 Salles de bains//Bon état//10-20 ans//4ème
					étage//112
					m²//7 Pièces//5 Chambres//4 Salles de bains//Bon état//10-20 ans//4ème
					étage//",2 950 000 DH
3112,Appartement a vendre,"Cité Adrar à
				Agadir",0,0,0,"48
					m²//5 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//1er
					étage//48
					m²//5 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//1er
					étage//",370 000 DH
3113,Villa à vendre,Agadir,0,0,0,"400
					m²//6 Pièces//4 Chambres//2 Salles de bains//400
					m²//6 Pièces//4 Chambres//2 Salles de bains//",5 600 000 DH
3114,Appartement F3 à Vendre,"Haut Founty à
				Agadir",0,0,0,"153
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//153
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",1 580 000 DH
3115,Appartement F4 à Vendre,"Hay Mohammadi à
				Agadir",0,0,0,"113
					m²//3 Pièces//2 Chambres//2 Salles de bains//113
					m²//3 Pièces//2 Chambres//2 Salles de bains//",
3116,"Appartement à l'achat à Hay Houda. 1 Pièce. Salon typique marocain, résidence sécurisée","Hay Houda à
				Agadir",0,0,0,"82
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//82
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//",
3117,Vend joli appartement,"Hay Mohammadi à
				Agadir",0,0,0,"67
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//4ème
					étage//67
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//4ème
					étage//",530 000 DH
3118,Villa au style ryad en vente,"Illigh à
				Agadir",0,0,0,"1000
					m²//8 Pièces//5 Chambres//5 Salles de bains//Bon état//1000
					m²//8 Pièces//5 Chambres//5 Salles de bains//Bon état//",100 000 000 DH
3119,Villa en Vente à Iligh,"Illigh à
				Agadir",0,0,0,"1500
					m²//9 Pièces//7 Chambres//7 Salles de bains//Bon état//1500
					m²//9 Pièces//7 Chambres//7 Salles de bains//Bon état//",20 000 000 DH
3120,Appartement en vente à marina,"Secteur Touristique à
				Agadir",0,0,0,"120
					m²//4 Pièces//2 Chambres//3 Salles de bains//Bon état//120
					m²//4 Pièces//2 Chambres//3 Salles de bains//Bon état//",3 700 000 DH
3121,Appartement en vente à hivernage,"Secteur Touristique à
				Agadir",0,0,0,"140
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//140
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",4 000 000 DH
3122,Villa en vente à Iligh,"Illigh à
				Agadir",0,0,0,"300
					m²//6 Pièces//4 Chambres//4 Salles de bains//Bon état//300
					m²//6 Pièces//4 Chambres//4 Salles de bains//Bon état//",6 000 000 DH
3123,"Maison, Abatoire, Agadir","Boutchakat à
				Agadir",0,0,0,"64
					m²//6 Pièces//6 Chambres//3 Salles de bains//Nouveau//Moins d'un an//64
					m²//6 Pièces//6 Chambres//3 Salles de bains//Nouveau//Moins d'un an//",2 200 000 DH
3124,Charmante villa avec piscine à côté des golfs,"Ben Serguaou à
				Agadir",0,0,0,"720
					m²//9 Pièces//4 Chambres//4 Salles de bains//Bon état//720
					m²//9 Pièces//4 Chambres//4 Salles de bains//Bon état//",4 000 000 DH
3125,Maison R2 82métr 2façade,"Hay Houda à
				Agadir",0,0,0,"82
					m²//7 Pièces//4 Chambres//3 Salles de bains//Bon état//5-10 ans//82
					m²//7 Pièces//4 Chambres//3 Salles de bains//Bon état//5-10 ans//",1 600 000 DH
3126,"Appartement en vente à Hay Houda. 2 chambres agréables. Porte blindée, antenne parabolique","Hay Houda à
				Agadir",0,0,0,"82
					m²//1 Pièce//2 Chambres//2 Salles de bains//Nouveau//5-10 ans//2ème
					étage//82
					m²//1 Pièce//2 Chambres//2 Salles de bains//Nouveau//5-10 ans//2ème
					étage//",850 000 DH
3127,Appartement à vendre à Najah 2 Agadir,"Hay Najah à
				Agadir",1,0,0,"96
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//96
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//",820 000 DH
3128,Apart 54m2 titrè propre dispo,"Tilila à
				Agadir",1,0,0,"54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//",320 000 DH
3129,Appartement F3 à vendre,"Hay Mohammadi à
				Agadir",1,0,0,"67
					m²//3 Pièces//1 Chambre//1 Salle de bain//67
					m²//3 Pièces//1 Chambre//1 Salle de bain//",600 000 DH
3130,"Maison à l'achat à Hay Mohammadi. 2 chambres. Porte blindée, sécurité.","Hay Mohammadi à
				Agadir",0,0,0,"70
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//",
3131,Appartement F5 à vendre,"Haut Founty à
				Agadir",0,0,0,"173
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//173
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//",1 800 000 DH
3132,Magnifique maison à vendre R plus 2,"Hay Mohammadi à
				Agadir",0,0,0,"120
					m²//9 Pièces//6 Chambres//5 Salles de bains//Bon état//1-5 ans//120
					m²//9 Pièces//6 Chambres//5 Salles de bains//Bon état//1-5 ans//",2 600 000 DH
3133,Appartement F5 à vendre,Agadir,0,0,0,"142
					m²//5 Pièces//3 Chambres//2 Salles de bains//142
					m²//5 Pièces//3 Chambres//2 Salles de bains//",
3134,Villa à Vendre à charaf,"Charaf à
				Agadir",0,0,0,"250
					m²//5 Pièces//3 Chambres//3 Salles de bains//Bon état//250
					m²//5 Pièces//3 Chambres//3 Salles de bains//Bon état//",2 300 000 DH
3135,Appartement en vendre à marina,"Secteur Touristique à
				Agadir",0,0,0,"280
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//280
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",5 000 000 DH
3136,,,0,0,0,,
3137,Villa en vente à Agadir,"Secteur Touristique à
				Agadir",0,0,0,"3500
					m²//9 Pièces//6 Chambres//5 Salles de bains//Bon état//3500
					m²//9 Pièces//6 Chambres//5 Salles de bains//Bon état//",10 000 000 DH
3138,Villa en vente à Tadart,"Taddart à
				Agadir",0,0,0,"230
					m²//5 Pièces//4 Chambres//3 Salles de bains//Nouveau//230
					m²//5 Pièces//4 Chambres//3 Salles de bains//Nouveau//",3 200 000 DH
3139,Appartement en vente à Imiouadar,"Secteur Touristique à
				Agadir",0,0,0,"56
					m²//1 Pièce//2 Chambres//2 Salles de bains//Bon état//56
					m²//1 Pièce//2 Chambres//2 Salles de bains//Bon état//",1 100 000 DH
3140,Villa en vente à Iligh,"Illigh à
				Agadir",0,0,0,"2000
					m²//6 Pièces//5 Chambres//5 Salles de bains//Bon état//2000
					m²//6 Pièces//5 Chambres//5 Salles de bains//Bon état//",20 000 000 DH
3141,Villa à Vendre,"Ben Serguaou à
				Agadir",0,0,0,"600
					m²//8 Pièces//5 Chambres//5 Salles de bains//Bon état//600
					m²//8 Pièces//5 Chambres//5 Salles de bains//Bon état//",8 000 000 DH
3142,Villa en vente à Taghazout,"Secteur Touristique à
				Agadir",0,0,0,"11000
					m²//7 Pièces//6 Chambres//4 Salles de bains//Bon état//11000
					m²//7 Pièces//6 Chambres//4 Salles de bains//Bon état//",40 000 000 DH
3143,Villa en vente à côté de golf,"Secteur Touristique à
				Agadir",0,0,0,"500
					m²//5 Pièces//4 Chambres//4 Salles de bains//Bon état//500
					m²//5 Pièces//4 Chambres//4 Salles de bains//Bon état//",4 000 000 DH
3144,Vend appartement à Hay Massira. Surface totale 142 m². Salon traditionnel et système d'antenne parabolique,"Hay Massira à
				Agadir",0,0,0,"142
					m²//7 Pièces//3 Chambres//2 Salles de bains//Nouveau//142
					m²//7 Pièces//3 Chambres//2 Salles de bains//Nouveau//",1 400 000 DH
3145,Vente d'un bel appartement à Hay Salam. Surface totale 27 m².,"Hay Salam à
				Agadir",0,0,0,"27
					m²//1 Pièce//1 Chambre//1 Salle de bain//Bon état//20-30 ans//",
3146,Appartement de 113m avec position centrale,"Hay Dakhla à
				Agadir",0,0,0,"113
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//113
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//",650 000 DH
3147,Excellent Appartement à vendre rèsedence saada,"Hay Mohammadi à
				Agadir",0,0,0,"54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//",400 000 DH
3148,Appartement avendre a islan a hay mohammadi agadir,"Hay Mohammadi à
				Agadir",0,0,0,"75
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//8ème
					étage//75
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//8ème
					étage//",
3149,ILLIGH Très belle villa avec piscine et jardin,"Illigh à
				Agadir",0,0,0,"930
					m²//8 Pièces//6 Chambres//4 Salles de bains//Bon état//930
					m²//8 Pièces//6 Chambres//4 Salles de bains//Bon état//",
3150,Appartement à vendre à Zone Industrielle Agadir. 3 pièces,"Zone Industrielle Agadir à
				Agadir",0,0,0,"80
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//80
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//",
3151,Vente d'un bel appartement à Hay mohmadi 4 belles chambres. Sécurisé 24/24,"Hay Salam à
				Agadir",0,0,0,"192
					m²//5 Pièces//4 Chambres//2 Salles de bains//Nouveau//192
					m²//5 Pièces//4 Chambres//2 Salles de bains//Nouveau//",
3152,Magnifique maison R2 à vendre avec commerces,"Tilila à
				Agadir",0,1,0,"360
					m²//7 Pièces//5 Chambres//2 Salles de bains//Bon état//1-5 ans//360
					m²//7 Pièces//5 Chambres//2 Salles de bains//Bon état//1-5 ans//",2 600 000 DH
3153,Vente d'un bel appartement à Hay Mohammadi. 2 pièces confortables. Sécurisé 24/24.,"Hay Mohammadi à
				Agadir",0,0,0,"55
					m²//2 Pièces//2 Chambres//1 Salle de bain//Nouveau//1-5 ans//55
					m²//2 Pièces//2 Chambres//1 Salle de bain//Nouveau//1-5 ans//",400 000 DH
3154,Superbe maison à vendre à Hay Mohammadi. 4 belles chambres. Terrasse et jardin,"Hay Mohammadi à
				Agadir",0,0,0,"91
					m²//5 Pièces//4 Chambres//3 Salles de bains//Bon état//5-10 ans//",1 350 000 DH
3155,Appartement à vendre à Hay Mohammadi. 3 chambres agréables. Porte blindée et parabole,"Hay Mohammadi à
				Agadir",0,0,0,"60
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//5-10 ans//4ème
					étage//60
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//5-10 ans//4ème
					étage//",400 000 DH
3156,Vente d'un bel appartement à Hay salam. Superficie 68 m²,"Hay Al Farah à
				Agadir",0,0,0,"68
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//68
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//",650 000 DH
3157,Appartement F4 à Vendre,"Hay Mohammadi à
				Agadir",0,0,0,"140
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//6ème
					étage//140
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//6ème
					étage//",1 600 000 DH
3158,Vente appart a haut founty Agadir,"Haut Founty à
				Agadir",0,0,0,"90
					m²//4 Pièces//2 Chambres//2 Salles de bains//Nouveau//90
					m²//4 Pièces//2 Chambres//2 Salles de bains//Nouveau//",1 200 000 DH
3159,Bel appartementà Hay salam près de petit pêcheur,"Hay Salam à
				Agadir",1,0,0,"60
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moins d'un an//3ème
					étage//60
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moins d'un an//3ème
					étage//",
3160,Maison commerciale à Hay salam Agadir,"Hay Salam à
				Agadir",0,1,0,"102
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//102
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//",
3161,Trouvez votre maison gros œuvre R1 à acheter à Hay Salam. 2 chambres agréables,"Hay Salam à
				Agadir",0,1,0,"100
					m²//2 Pièces//2 Chambres//2 Salles de bains//À rénover//10-20 ans//",1 500 000 DH
3162,Appartement à vendre Hay Mogammadi,"Hay Mohammadi à
				Agadir",0,0,0,"102
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//102
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//",850 000 DH
3163,Appartement à vendre à Hay Dakhla. 1 chambre.,"Hay Dakhla à
				Agadir",0,0,0,"70
					m²//2 Pièces//1 Chambre//1 Salle de bain//Nouveau//1-5 ans//1er
					étage//",400 000 DH
3164,Vente d'une superbe villa à Agadir,"Al Wifaq à
				Agadir",0,0,0,"141
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//141
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moins d'un an//",
3165,Vend appartement à Hay Salam. 3 pièces. Porte blindée et système de double vitrage,"Hay Salam à
				Agadir",0,0,0,"66
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//2ème
					étage//66
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//2ème
					étage//",
3166,Appartement au premier étage Adrar 1 Agadir,"Cité Adrar à
				Agadir",0,0,0,"62
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//1er
					étage//62
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//1er
					étage//",490 000 DH
3167,Villa à vendre,"Illigh à
				Agadir",0,1,0,"375
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//375
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//",3 600 000 DH
3168,Apparemment les jardins de souss Agadir,"Hay Mohammadi à
				Agadir",0,0,0,"112
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//3ème
					étage//112
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//3ème
					étage//",1 350 000 DH
3169,"Somptueuse villa à vendre, bien située à Illigh","Illigh à
				Agadir",0,0,0,"1040
					m²//7 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//1040
					m²//7 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//",1 200 000 EUR
3170,,,0,0,0,,
3171,Vente d'un duplexe,"Hay Houda à
				Agadir",0,0,0,"152
					m²//5 Pièces//3 Chambres//4 Salles de bains//Bon état//5-10 ans//2ème
					étage//",
3172,"Appartement 121m², Agadir","Ville Nouvelle à
				Agadir",0,0,0,"121
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//7ème
					étage//121
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//7ème
					étage//",1 200 000 DH
3173,ILLIGH Très belle villa de 1273 m2 de 4 façades,"Illigh à
				Agadir",0,0,0,"700
					m²//12 Pièces//8 Chambres//5 Salles de bains//Bon état//20-30 ans//700
					m²//12 Pièces//8 Chambres//5 Salles de bains//Bon état//20-30 ans//",
3174,Maison à vendre de 3ch avec garage et terrasse,"Charaf à
				Agadir",0,1,0,"160
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//160
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//",1 800 000 DH
3175,"Superbe appartement à vendre à Extension Dakhla. 2 belles chambres. Salon traditionnel marocain, résidence sécurisée","Extension Dakhla à
				Agadir",0,0,0,"95
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//2ème
					étage//95
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//2ème
					étage//",
3176,Appartement 96m2 hay Mohammadi,"Hay Mohammadi à
				Agadir",0,0,0,"96
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//1er
					étage//96
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//1er
					étage//",960 000 DH
3177,Belle maison à vendre,"Hay Houda à
				Agadir",0,0,0,"100
					m²//3 Pièces//5 Chambres//3 Salles de bains//Nouveau//5-10 ans//100
					m²//3 Pièces//5 Chambres//3 Salles de bains//Nouveau//5-10 ans//",220 000 000 DH
3178,"Maison gros oeuvre 100 m, 2 facades ensoleille","Hay Salam à
				Agadir",0,0,0,"100
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//1-5 ans//100
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//1-5 ans//",
3179,Appartement meublé,"Hay Najah à
				Agadir",0,0,0,"97
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//3ème
					étage//97
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//3ème
					étage//",800 000 DH
3180,Bel Appartement à vendre 54m² residence Mogador,"Hay Mohammadi à
				Agadir",0,0,0,"55
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//55
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//3ème
					étage//",320 000 DH
3181,Bel appartement a la marina 110m2,"Ville Nouvelle à
				Agadir",0,0,0,"110
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//110
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//",2 400 000 DH
3182,Villa en vente 1600m2 à cite suisse,"Siusse à
				Agadir",0,0,0,"1600
					m²//4 Pièces//3 Chambres//3 Salles de bains//À rénover//20-30 ans//1600
					m²//4 Pièces//3 Chambres//3 Salles de bains//À rénover//20-30 ans//",9 600 000 DH
